imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.062781139226282, -0.02349905364814148, -0.05751313355893282, 1.4002252404755366e-10, -0.0018065258709516524, -7.750928248472399e-08, 0.011057280013101096, -9.021830968661017e-07, 480802000000, 
-0.05099295957965102, 0.020629320133029237, -0.05228558115464151, 4.2563054215845905e-08, -0.0014298456061816343, -2.9767587515626557e-05, 0.011345849365270978, -8.979318377750449e-07, 480867000000, 
-0.0380306154694807, -0.01826204761435166, -0.04092177751818373, -3.398659939208914e-08, -0.0023606578413804587, 1.4397088301545029e-05, 0.011543638542266518, -8.963053292232849e-07, 480977000000, 
-0.051027658913752084, 0.016712397455523054, -0.04876843746376893, -2.9429359961963986e-07, 0.025086141048954565, -1.1731322049307547e-05, 0.01241402402924412, -8.890305360443846e-07, 481067000000, 
-0.05605383571823798, 0.0665932673068535, -0.054258949029773365, 0.03921871272954709, 0.0803215371478072, 0.4882714415359988, 0.01660993048972776, 7.594792591616677e-06, 481167000000, 
-0.058824863677675546, 0.049426652863433146, -0.05778065074035407, 0.046547517970113333, 0.09491781392592373, 0.4903981249129926, 0.02516787601965849, 0.00012427089966274377, 481267000000, 
-0.02807349303950866, 0.06005092002467441, -0.034219965980152894, 0.04861849209355832, 0.10123166600663551, 0.4802696034892035, 0.034911830494631, 0.0007319668933284274, 481367000000, 
-0.05267295847970144, 0.03065408273088155, -0.04884287857900378, 0.045384167286409455, 0.09288570966043717, 0.48860225595864654, 0.04487111651267701, 0.0018478723168508012, 481467000000, 
-0.16819577351780574, 0.021508265470049748, -0.14327771788012422, 0.043448524797122794, 0.0875010458286768, 0.4965486341979626, 0.054033181706053236, 0.0033232020071902904, 481567000000, 
-0.10380666268731177, 0.024662756956315215, -0.11198518030003685, 0.04316264526874523, 0.08647062529917474, 0.4991596292892445, 0.0629103471095754, 0.005199320024071806, 481667000000, 
-0.0877208758654409, 0.026821449045577938, -0.09273023242045286, 0.0436334001619303, 0.08744903978327123, 0.4989580248115801, 0.07151419952890531, 0.007471780051183203, 481767000000, 
-0.06156017916626785, 0.054948192027143176, -0.06798173512593057, 0.04837936647599693, 0.09675060107881235, 0.5000420249233123, 0.08019618622214005, 0.010233236169472021, 481867000000, 
-0.06176278067818745, 0.0588223214351098, -0.06301288795573264, 0.05009449159005412, 0.10006970839898416, 0.5005959584725106, 0.08958607944223279, 0.013745394918592724, 481967000000, 
-0.025254942005167966, 0.034873092354776536, -0.0331414225647147, 0.046538811643873905, 0.09323952411548243, 0.4991318015119098, 0.0986256014674334, 0.017662092226607033, 482067000000, 
-0.0440180290311616, 0.05351088247520318, -0.04170651294294615, 0.04928796550882261, 0.09859205736710261, 0.49991821679206194, 0.10715370709195002, 0.021865938361446128, 482167000000, 
0.001966969934972699, 0.09161172491765915, -0.00706871605380531, 0.056359461692439244, 0.11213345689088497, 0.5026105789932225, 0.11610617225953335, 0.02684694846015141, 482267000000, 
0.028523047228996956, 0.16635056520754535, 0.021224795461722443, 0.06961901543321514, 0.13975894191952018, 0.49813639454500924, 0.12618753722541937, 0.03313421130984242, 482367000000, 
-0.11851619897867084, -0.0667605005706038, -0.08967205644963765, 0.03173702581120214, 0.07067175801655115, 0.44907650102279056, 0.1363909394420846, 0.04025713472378481, 482467000000, 
-0.0527949050052656, 0.060037445855167564, -0.06032807682163306, 0.041491267638667166, 0.09746672647349211, 0.4256967391836176, 0.1426283644605237, 0.0450543548248862, 482567000000, 
-0.05114274454487218, 0.07007444627607554, -0.052989209354041424, 0.04191834751872126, 0.10687436215643337, 0.39222079713902613, 0.1503669909735289, 0.05157993399663134, 482667000000, 
-0.03549830129311724, 0.0621148353450179, -0.03912458807223657, 0.03811511693393853, 0.1072518417020682, 0.35537960308241057, 0.15838646644722387, 0.05893921409164447, 482767000000, 
