e, e_dot, e_int, stamp, 
17.195419823450308, -0.000782524939898129, 3.4390996151888595, 480806000000, 
17.195258919321766, -0.0005363470951399071, 3.439073237748159, 480976000000, 
17.194550858216253, -0.0028965507801833232, 3.4390153067325553, 481078000000, 
17.191132770713057, -0.013753828695695821, 3.438729503216738, 481180000000, 
17.184104500697234, -0.03482119173006263, 3.4379858753084362, 481282000000, 
17.17582745546682, -0.051017717487458945, 3.4367376484584744, 481384000000, 
17.16708094356863, -0.05674519042867606, 3.435134193315512, 481486000000, 
17.15877435892446, -0.05684365514119586, 3.4334455171973275, 481588000000, 
17.150466717414794, -0.05538075384612521, 3.431754801327193, 481690000000, 
17.142150883725133, -0.055411583997759806, 3.4300927973376254, 481792000000, 
17.13348704174949, -0.05659891888434743, 3.4284069761926275, 481894000000, 
17.123810804805014, -0.06113359640039562, 3.426629915351976, 481996000000, 
17.11418359937588, -0.06434480791202901, 3.4247654297286925, 482098000000, 
17.104804514241035, -0.06335430187993059, 3.422853261228129, 482200000000, 
17.09462750718507, -0.06518697396937038, 3.4209077080534653, 482302000000, 
17.082771610660885, -0.07344301193383511, 3.418813575472466, 482404000000, 
17.07032905735575, -0.0809948327644013, 3.4165152116801134, 482472000000, 
17.0624644012477, -0.067690698043954, 3.414371004617622, 482574000000, 
17.05237216032931, -0.05985632342146848, 3.412344374595517, 482676000000, 
17.04156550207041, -0.06966299725763274, 3.410426804243161, 482778000000, 
17.030851119256425, -0.07173680357627887, 3.4083192521104095, 482880000000, 
17.01938130520249, -0.07394732289306205, 3.4061198617686217, 482982000000, 
17.005590890385587, -0.08420076290279373, 3.4037215543229666, 483084000000, 
16.992343476854597, -0.09012609449297788, 3.401154378162845, 483186000000, 
16.98106861996382, -0.08174090140588675, 3.3986001991469337, 483288000000, 
16.970543397613334, -0.0726669308042105, 3.3962636996287836, 483390000000, 
16.960372967312125, -0.06898550883898717, 3.394132332325952, 483492000000, 
16.950245503057992, -0.06765964851780382, 3.3920774578655633, 483594000000, 
16.94027096869106, -0.06700666207021773, 3.390059295937412, 483696000000, 
16.930326490925683, -0.06639670710769725, 3.3880561975116485, 483798000000, 
16.920404434591813, -0.06622178033082331, 3.3860667929472377, 483900000000, 
16.91083664620646, -0.06496614906408145, 3.384104504781597, 484002000000, 
16.901094133152203, -0.064367671465367, 3.382155680930032, 484070000000, 
16.892039838567637, -0.06265602546273878, 3.3802647078617536, 484172000000, 
16.882834618912224, -0.0608650474665969, 3.378397906042138, 484274000000, 
16.87403082657758, -0.060030039966854076, 3.3765936856038294, 484376000000, 
16.86524535553633, -0.05863087791964242, 3.374807386735076, 484478000000, 
16.856583931514507, -0.058156316876913174, 3.373057340908561, 484580000000, 
16.848052223434713, -0.05731044033872479, 3.37132543403237, 484682000000, 
16.839150234548534, -0.05811232321991137, 3.3695857592998504, 484784000000, 
16.830472494470204, -0.058599096548365516, 3.3678449968302298, 484886000000, 
16.82202342418353, -0.057089367883342845, 3.3661097435468177, 484988000000, 
16.813557517684877, -0.056383255951087584, 3.364403562422574, 485090000000, 
16.805037929854215, -0.056618314431050955, 3.3627079247815086, 485192000000, 
16.796569566543017, -0.0566265038062023, 3.3610110009388072, 485294000000, 
16.78811257239125, -0.05641785820988806, 3.3593146712525654, 485396000000, 
16.779733881707408, -0.056118949452030144, 3.357627734709445, 485498000000, 
16.771308121954352, -0.056014834789657186, 3.3559436384035335, 485600000000, 
16.762953424282077, -0.055934858084434325, 3.3542663618629223, 485668000000, 
16.754713312633758, -0.055316031068646986, 3.3525983239246795, 485770000000, 
16.746503234579716, -0.05483396567453743, 3.3509446647663697, 485872000000, 
16.738332748986963, -0.05460187882264952, 3.3493032864133623, 485974000000, 
16.730193464493908, -0.054365900286027134, 3.347668629870706, 486076000000, 
16.72203788369552, -0.05431621763814102, 3.346037606478426, 486178000000, 
16.713883446517638, -0.054366726587566916, 3.3444076529804714, 486280000000, 
16.705786613401425, -0.05417090098031707, 3.342780529574306, 486382000000, 
16.697706653420685, -0.05392264365651064, 3.3411584475559835, 486484000000, 
16.689625367463112, -0.05387081979437861, 3.3395412422856814, 486586000000, 
16.681679299341035, -0.05342451359883427, 3.337934088014989, 486688000000, 
16.673714823012297, -0.05303514816938323, 3.3363346326544296, 486790000000, 
16.665682650874164, -0.05332216155623589, 3.3347384515484992, 486892000000, 
16.65773530930688, -0.05326504568472501, 3.333142185546223, 486994000000, 
16.649757809491206, -0.05308280460986007, 3.3315450513114833, 487096000000, 
16.641761794018635, -0.05324505096081585, 3.3299503275211144, 487198000000, 
16.6338536638586, -0.053013818775357414, 3.328358217824563, 487266000000, 
16.625957438801574, -0.05268118405686787, 3.3267715264452544, 487368000000, 
16.617969378743958, -0.05294761704880339, 3.325185365426942, 487470000000, 
16.610084033946073, -0.05291134951833717, 3.3236007234327736, 487572000000, 
16.602217921802314, -0.052504856472144944, 3.322018088966156, 487674000000, 
16.594272060772177, -0.05270657724632125, 3.3204382677680377, 487776000000, 
16.58653163358722, -0.05228762738364404, 3.3188681077441142, 487878000000, 
16.57859331732141, -0.052262478169223435, 3.3172931341120537, 487980000000, 
16.570764029042465, -0.05255868181585299, 3.31572593199674, 488082000000, 
16.562888594281247, -0.05234907680054116, 3.314149729376341, 488184000000, 
16.55510212100078, -0.0522063601389533, 3.3125836496216325, 488286000000, 
16.547256162074483, -0.052108107355882304, 3.311016458490434, 488388000000, 
16.53937076807671, -0.05243784308022489, 3.3094486034101314, 488490000000, 
16.531596938471193, -0.05219741201096658, 3.3078815912414927, 488592000000, 
16.52382300283647, -0.05182588413414161, 3.3063193806256246, 488694000000, 
16.516010702660825, -0.05195411936789185, 3.304762042931232, 488796000000, 
16.508204879352707, -0.052060411612539305, 3.303202572323334, 488898000000, 
16.500481764743103, -0.0517631263924064, 3.301646489783776, 488966000000, 
16.492720259284365, -0.051615400227807605, 3.3000937935586783, 489068000000, 
16.484935577036158, -0.051820625689818677, 3.298542506737575, 489170000000, 
16.477188352959818, -0.051773021081823835, 3.296989612618689, 489272000000, 
16.469383940463512, -0.05183878857548526, 3.2954338580306324, 489374000000, 
16.4616574611221, -0.05176963945905536, 3.293881983636362, 489476000000, 
